Date,Open,High,Low,Close,Volume
2020-06-17,6364.1,6422.78,6188.07,6278.34,4009.3209015302
2020-06-18,6337.02,6404.73,6160.99,6246.75,4078.852880879
2020-06-19,6318.96,6337.02,6070.72,6160.99,9347.2374700029
2020-06-22,6165.51,6183.55,6061.69,6115.85,3999.6933966973
2020-06-23,6210.63,6395.7,6102.32,6174.54,4037.1336932697
2020-06-24,6233.21,6233.21,5917.26,5917.26,1484.7751897876
2020-06-25,5917.26,5944.34,5763.8,5903.71,2822.998361563
2020-06-26,5822.48,5840.53,5678.04,5678.04,4728.1745957213
2020-06-29,5682.56,5718.67,5529.1,5551.66,3194.1921590099
2020-06-30,5578.74,5578.74,5416.25,5425.28,5181.7370456276
2020-07-01,5461.4,5732.21,5461.4,5515.55,6064.2583219783
2020-07-02,5592.28,5637.43,5492.98,5524.58,9310.8668961896
2020-07-03,5596.8,5808.93,5479.45,5763.8,2726.7233132338
2020-07-06,5867.62,5926.28,5822.48,5926.28,5363.5899146938
2020-07-07,5867.62,5926.28,5777.34,5876.63,5974.4016102044
2020-07-08,5890.18,6016.56,5863.09,5944.34,4671.479289483
2020-07-09,6016.56,6088.77,5944.34,6061.69,6653.6755623046
2020-07-10,5993.99,6048.15,5917.26,6048.15,3413.4853246486
2020-07-13,6093.29,6124.89,5926.28,5939.83,2285.9975364381
2020-07-14,5921.78,5939.83,5669.01,5696.09,5699.4828610867
2020-07-15,5745.74,5817.96,5705.13,5817.96,4358.0505210336
2020-07-16,5777.34,5840.53,5727.69,5808.93,5027.6969683009
2020-07-17,5822.48,5822.48,5750.26,5781.85,3212.3774459165
2020-07-20,5763.8,5903.71,5763.8,5903.71,2537.3823848531
2020-07-21,6021.07,6048.15,5831.5,5894.7,2156.5610825733
2020-07-22,5858.58,5899.21,5795.39,5899.21,1399.1973690506
2020-07-23,5948.86,5948.86,5664.51,5678.04,2360.878129583
2020-07-24,5587.77,5610.34,5497.5,5605.82,3325.7680583931
2020-07-27,5650.96,5696.09,5551.66,5664.51,2200.4197157011
2020-07-28,5596.8,5881.15,5596.8,5836.01,5084.3922745392
2020-07-29,5867.62,6300.91,5813.45,6255.78,4611.5748149671
2020-07-30,6309.95,6373.13,6151.97,6188.07,8270.0266514754
2020-07-31,6188.07,6269.32,6138.42,6228.7,4800.9157433478
2020-08-03,6273.83,6445.35,6138.42,6413.75,4075.6437126014
2020-08-04,6504.02,6662,6504.02,6589.78,3938.7191994221
2020-08-05,6458.89,6666.51,6409.24,6598.8,2473.1990193004
2020-08-06,6630.4,6648.45,6449.86,6499.51,2481.7568013741
2020-08-07,6440.82,6531.1,6174.54,6350.57,2469.9898510227
2020-08-10,6318.96,6440.82,6260.29,6418.26,904.98545429417
2020-08-11,6490.49,6607.84,6404.73,6508.53,1949.034867286
2020-08-12,6553.67,6621.37,6531.1,6562.7,1600.3052477826
2020-08-13,6544.64,6716.16,6544.64,6589.78,1108.2327785446
2020-08-14,6549.15,6729.7,6499.51,6729.7,908.19462257181
2020-08-17,6720.68,6761.29,6567.22,6662,1175.625312375
2020-08-18,6598.8,6716.16,6531.1,6562.7,1814.2497996252
2020-08-19,6531.1,6634.92,6409.24,6440.82,1658.0702767801
2020-08-20,6337.02,6467.91,6318.96,6377.65,1033.3521853997
2020-08-21,6409.24,6616.86,6309.95,6540.14,3443.4375619065
2020-08-24,6625.89,6634.92,6341.53,6422.78,2981.3173299265
2020-08-25,6508.53,6562.7,6431.81,6490.49,1343.5717855715
2020-08-26,6499.51,6522.07,6404.73,6454.37,1209.8564406699
2020-08-27,6418.26,6558.19,6364.1,6373.13,1538.2613277482
2020-08-28,6431.81,6522.07,6431.81,6490.49,1831.3653637726
2020-08-31,6494.99,6571.72,6413.75,6485.97,4161.2215333384
2020-09-01,6494.99,6522.07,6413.75,6449.86,4508.8814300826
2020-09-02,6490.49,6517.56,6422.78,6454.37,2512.7787613912
2020-09-03,6409.24,6625.89,6400.21,6544.64,3530.0851054028
2020-09-04,6454.37,6625.89,6409.24,6494.99,2464.6412372267
2020-09-07,6517.56,6589.78,6458.89,6522.07,990.5632750312
2020-09-08,6522.07,6549.15,6458.89,6504.02,3723.7049248203
2020-09-09,6504.02,6625.89,6504.02,6580.76,2176.8858149984
2020-09-10,6531.1,6594.29,6499.51,6499.51,2523.4759889834
2020-09-11,6544.64,6544.64,6337.02,6364.1,3819.9799731495
2020-09-14,6490.49,6490.49,6138.42,6138.42,2955.6439837054
2020-09-15,6138.42,6138.42,6025.58,6066.21,4439.3494507338
2020-09-16,6052.67,6309.95,6039.13,6183.55,3873.4661111101
2020-09-17,6183.55,6318.96,6052.67,6318.96,3655.2426682307
2020-09-18,6318.96,6364.1,6215.16,6318.96,3172.7977038256
2020-09-21,6138.42,6300.91,6048.15,6210.63,2213.2563888116
2020-09-22,6188.07,6318.96,6174.54,6201.62,1143.5336295987
2020-09-23,6323.48,6377.65,6179.05,6183.55,1869.8753831043
2020-09-24,6061.69,6165.51,6003.01,6003.01,1157.4400254684
2020-09-25,5957.88,6066.21,5867.62,6048.15,3243.3994059337
2020-09-28,6115.85,6165.51,5975.94,6165.51,776.61872318861
2020-09-29,6084.26,6188.07,6025.58,6061.69,2136.2363501483
2020-09-30,6106.83,6106.83,5894.7,5930.79,2015.3576783572
2020-10-01,6003.01,6179.05,5957.88,6138.42,1415.2432104387
2020-10-02,6075.24,6228.7,5989.48,6097.81,1116.7905606183
2020-10-05,6120.38,6332.51,6061.69,6291.88,1353.1992904044
2020-10-06,6188.07,6409.24,6188.07,6323.48,778.75816870704
2020-10-07,6355.08,6404.73,6147.46,6228.7,1673.0463954091
2020-10-08,6224.18,6291.88,5876.63,6003.01,2992.0145575187
2020-10-09,6012.05,6084.26,5872.13,5971.42,2831.5561436367
2020-10-12,6003.01,6093.29,5957.88,6025.58,1823.8773044581
2020-10-13,6012.05,6012.05,5890.18,5921.78,1113.5813923407
2020-10-14,5908.23,6066.21,5885.66,5948.86,3177.0765948625
2020-10-15,5917.26,5984.97,5434.32,5465.9,3243.3994059337
2020-10-16,5687.07,5890.18,5483.96,5551.66,2881.8331133197
2020-10-19,5529.1,5664.51,5434.32,5578.74,1717.974751296
2020-10-20,5524.58,5687.07,5483.96,5619.36,1653.7913857432
2020-10-21,5673.52,5700.6,5574.23,5641.94,2471.0595737819
2020-10-22,5596.8,5601.31,5488.48,5502.02,2385.4817530449
2020-10-23,5461.4,5474.94,5145.44,5190.58,3445.577007425
2020-10-26,5086.77,5186.06,4797.9,4879.15,3163.1701989927
2020-10-27,4883.66,5095.8,4883.66,5028.09,2815.5103022485
2020-10-28,5005.52,5041.64,4838.53,4946.86,4407.2577679574
2020-10-29,4856.58,4991.99,4761.8,4928.79,4077.7831581198
2020-10-30,4829.5,4865.61,4653.47,4730.2,2149.0730232588
2020-11-02,4657.98,4824.98,4657.98,4685.06,1864.5267693082
2020-11-03,4653.47,5592.28,4612.85,5425.28,5393.5421519518
2020-11-04,5307.93,5411.74,5104.82,5411.74,3571.8042930121
2020-11-05,5407.24,5944.34,5407.24,5944.34,3622.0812626951
2020-11-06,5939.83,5948.86,5587.77,5858.58,1835.6442548094
2020-11-09,5867.62,7005.03,5732.21,6797.41,6691.1158588771
2020-11-10,6716.16,6941.83,6589.78,6869.62,5012.7208496719
2020-11-12,6842.54,6914.75,6391.18,6513.06,3961.1833773656
2020-11-13,6499.51,6499.51,6016.56,6242.24,3277.6305342285
2020-11-16,6246.75,6657.48,6228.7,6639.43,3824.2588641863
2020-11-17,6508.53,6553.67,6278.34,6485.97,1619.5602574484
2020-11-18,6490.49,6490.49,6160.99,6323.48,3373.9055825577
2020-11-19,6206.13,6377.65,6206.13,6323.48,2212.1866660524
2020-11-20,6206.13,6318.96,6151.97,6201.62,1716.9050285368
2020-11-23,6409.24,6458.89,6142.94,6142.94,3102.1960017176
2020-11-24,6224.18,6350.57,6151.97,6318.96,2635.7968787007
2020-11-25,6318.96,6427.29,6151.97,6382.16,3990.0658918644
2020-11-26,6409.24,6409.24,6179.05,6210.63,2683.9344028653
2020-11-27,6219.67,6440.82,6174.54,6440.82,2212.1866660524
2020-11-30,6373.13,6373.13,6142.94,6201.62,8271.0963742346
2020-12-01,6201.62,6328,6151.97,6264.8,1804.6222947923
2020-12-02,6174.54,6427.29,6007.53,6409.24,4822.310198532
2020-12-03,6427.29,6449.86,6282.87,6409.24,1386.36069594
2020-12-04,6454.37,6625.89,6391.18,6517.56,2073.1227073547
2020-12-07,6580.76,6630.4,6445.35,6576.23,3284.0488707838
2020-12-08,6634.92,6639.43,6355.08,6472.43,3291.5369300983
2020-12-09,6535.62,6720.68,6454.37,6648.45,3187.7738224546
2020-12-10,6671.02,6671.02,6364.1,6377.65,3331.1166721892
2020-12-11,6328,6481.45,6328,6481.45,3226.2838417863
2020-12-14,6499.51,6607.84,6400.21,6526.59,3084.010714811
2020-12-15,6499.51,6585.27,6463.4,6544.64,2698.9105214943
2020-12-16,6544.64,6806.42,6522.07,6684.56,2827.2772525999
2020-12-17,6662,6950.87,6445.35,6607.84,4701.431526741
2020-12-18,6680.05,6707.13,6508.53,6621.37,10993.540796432
2020-12-21,6662,6856.07,6558.19,6680.05,3396.3697605012
2020-12-22,6774.83,6937.32,6684.56,6892.19,1512.5879815271
2020-12-23,6725.18,6941.83,6725.18,6941.83,1069.722759213
2020-12-28,6986.97,7230.71,6964.4,7131.4,1586.3988519128
2020-12-29,7221.67,7582.76,7221.67,7411.25,2183.3041515537
2020-12-30,7411.25,7551.17,7348.06,7478.95,3198.4710500468
2021-01-04,7673.04,7673.04,7284.87,7311.95,2533.1034938163
2021-01-05,7334.51,7659.49,7334.51,7370.62,2568.4043448703
2021-01-07,7456.39,7623.38,7447.35,7591.79,1631.3272077998
2021-01-08,7582.76,7582.76,7343.54,7388.69,1854.8992644753
2021-01-11,7429.3,7487.98,7149.46,7181.06,1999.311836969
2021-01-12,7185.56,7208.14,6950.87,7077.24,1041.9099674734
2021-01-13,7081.76,7248.76,6910.24,7126.89,3749.3782710414
2021-01-14,7045.65,7244.24,6982.45,7108.83,1951.1743128044
2021-01-15,7131.4,7248.76,6977.95,7000.52,3033.733745128
2021-01-18,7000.52,7253.27,7000.52,7212.64,2388.6909213225
2021-01-19,7149.46,7235.22,6973.44,6991.48,901.77628601653
2021-01-20,7063.7,7113.35,6991.48,7009.53,1995.0329459322
2021-01-21,7086.26,7086.26,6693.59,6734.21,2005.7301735243
2021-01-22,6720.68,7203.63,6720.68,7099.81,1720.1141968144
2021-01-25,7099.81,7244.24,6968.91,6996,2160.8399736102
2021-01-26,6996,7086.26,6869.62,6977.95,1920.1523527873
2021-01-27,6838.03,6964.4,6752.26,6797.41,1318.9681621096
2021-01-28,6932.81,6932.81,6743.25,6860.59,2582.3107407401
2021-01-29,6910.24,6996,6797.41,6941.83,4522.7878259524
2021-02-01,6910.24,6986.97,6905.73,6950.87,2706.3985808088
2021-02-02,6950.87,7009.53,6905.73,6977.95,4518.5089349156
2021-02-03,6968.91,7023.08,6860.59,6950.87,2210.047220534
2021-02-04,6955.37,7005.03,6860.59,6932.81,2328.7864468066
2021-02-05,6937.32,6996,6856.07,6973.44,1829.2259182542
2021-02-08,6973.44,6991.48,6865.11,6941.83,1372.4543000702
2021-02-09,6905.73,7203.63,6905.73,7203.63,1253.7150737976
2021-02-10,7199.1,7244.24,6991.48,7059.18,1415.2432104387
2021-02-11,7131.4,7176.54,7072.73,7126.89,1943.68625349
2021-02-12,7126.89,7194.59,7086.26,7153.97,641.83365552778
2021-02-15,7126.89,7339.03,7126.89,7311.95,963.82020605088
2021-02-16,7217.16,7533.11,7208.14,7456.39,1612.0721981339
2021-02-17,7429.3,7510.55,7334.51,7451.86,3895.9302890536
2021-02-18,7320.98,7537.63,7320.98,7510.55,2418.6431585805
2021-02-19,7366.11,7447.35,7257.79,7316.45,3110.7537837913
2021-02-22,7226.19,7420.27,7135.92,7230.71,2537.3823848531
2021-02-23,7275.84,7280.35,7018.57,7153.97,2120.1905087601
2021-02-24,7239.72,7311.95,7113.35,7144.94,2564.1254538335
2021-02-25,7122.38,7564.71,7122.38,7181.06,4879.0055047703
2021-02-26,7158.49,7181.06,6986.97,7063.7,5452.3769037085
2021-03-01,7172.02,7253.27,7081.76,7131.4,1462.3110118441
2021-03-02,7131.4,7190.08,7041.14,7163,1669.8372271314
2021-03-03,7135.92,7293.89,6941.83,7045.65,2144.794132222
2021-03-04,7041.14,7158.49,6955.37,7090.78,3324.6983356339
2021-03-05,7117.86,7199.1,7014.05,7059.18,2495.6631972438
2021-03-08,7108.83,7122.38,6991.48,7041.14,2471.0595737819
2021-03-09,7068.22,7199.1,7027.6,7153.97,3302.2341576904
2021-03-10,7181.06,7474.43,7140.43,7226.19,2564.1254538335
2021-03-11,7370.62,7460.9,7248.76,7275.84,2541.66127589
2021-03-12,7393.19,7654.97,7334.51,7654.97,2431.4798316911
2021-03-15,7673.04,7754.27,7618.88,7700.11,2096.6566080574
2021-03-16,7763.3,8047.65,7677.54,7930.31,3081.8712692925
2021-03-17,7853.58,7921.28,7411.25,7442.84,4309.912996869
2021-03-18,7411.25,7821.98,7411.25,7654.97,2883.9725588381
2021-03-19,7808.44,7988.98,7366.11,7366.11,14818.869383377
2021-03-22,7447.35,7569.22,7230.71,7266.8,2878.6239450421
2021-03-23,7221.67,7320.98,7099.81,7158.49,1459.1018435665
2021-03-24,7045.65,7176.54,7041.14,7063.7,1151.0216889131
2021-03-25,7045.65,7172.02,7000.52,7099.81,2323.4378330106
2021-03-26,7135.92,7618.88,7135.92,7582.76,1689.0922367973
2021-03-29,7560.19,7749.76,7257.79,7393.19,2676.4463435508
2021-03-30,7506.03,7533.11,7280.35,7330,1967.2201541926
2021-03-31,7388.69,7573.73,7284.87,7334.51,2323.4378330106
2021-04-01,7302.92,7474.43,7221.67,7384.16,1317.8984393504
2021-04-06,7451.86,7916.76,7393.19,7916.76,1568.2135650062
2021-04-07,7912.24,7912.24,7528.6,7591.79,1262.2728558713
2021-04-08,7645.96,7831,7645.96,7776.83,3617.8023716582
2021-04-09,7727.19,7785.87,7587.27,7763.3,5014.8602951904
2021-04-12,7627.89,7758.79,7560.19,7749.76,1428.0798835493
2021-04-13,7682.05,7794.9,7614.35,7794.9,382.96074779824
2021-04-14,7763.3,8011.55,7763.3,7957.38,1529.7035456745
2021-04-15,7912.24,7912.24,7709.14,7763.3,4071.3648215645
2021-04-16,7727.19,7880.65,7659.49,7849.07,1737.2297609619
2021-04-19,7763.3,7885.16,7673.04,7745.25,2120.1905087601
2021-04-20,7695.6,7817.46,7673.04,7722.68,1997.1723914506
2021-04-21,7718.17,7849.07,7596.31,7821.98,2298.8342095487
2021-04-22,7722.68,8074.73,7722.68,7943.85,1794.9947899594
2021-04-23,7876.15,8061.19,7844.54,8025.09,3466.9714626092
2021-04-26,8034.11,8341.04,7998.01,8341.04,1557.5163374141
2021-04-27,8304.92,8304.92,8128.9,8205.63,1688.0225140381
2021-04-28,8259.79,8575.73,8183.06,8467.41,2870.0661629684
2021-04-29,8575.73,8923.28,8553.17,8729.2,2826.2075298406
2021-04-30,8819.48,9027.1,8666.01,8846.56,4031.7850794737
2021-05-04,8918.77,8918.77,8350.06,8562.2,4303.4946603137
2021-05-05,8711.15,9839.57,8562.2,9478.44,5809.6643052856
2021-05-06,9469.43,9713.12,9361.1,9604.83,2197.2105474234
2021-05-07,9613.85,9839.57,9496.51,9749.23,2338.4139516395
2021-05-10,9749.23,10173.5,9731.22,10110.4,3781.4699538178
2021-05-11,10101.3,10579.8,10029.1,10200.6,3177.0765948625
2021-05-12,10110.4,10435.3,9162.51,9505.52,7890.2750719548
2021-05-13,9478.44,10056.2,9352.07,9839.57,2920.3431326514
2021-05-14,9839.57,9839.57,9324.99,9451.36,2619.7510373125
2021-05-17,9559.69,9559.69,9243.74,9297.9,2273.1608633275
2021-05-18,9216.66,9433.31,9108.34,9153.47,3653.1032227123
2021-05-19,9072.23,9288.88,9054.18,9162.51,2339.4836743987
2021-05-20,9117.37,9225.69,9045.14,9144.45,5510.141932706
2021-05-21,9090.28,9415.27,9045.14,9243.74,2121.2602315193
2021-05-24,9297.9,9379.15,9135.42,9207.64,2795.1855698235
2021-05-25,9207.64,10065.2,9207.64,9938.81,4755.9873874608
2021-05-26,9929.81,10011,9704.11,9830.47,3857.4202697219
2021-05-27,9830.47,10218.6,9749.23,9965.92,21778.485654817
2021-05-28,10029.1,10498.6,9866.58,10354.1,1583.1896836352
2021-05-31,10435.3,10552.7,9875.68,10110.4,1223.7628365396
2021-06-01,10164.5,10426.3,10011,10218.6,1002.3302253825
2021-06-02,10327,10462.4,10164.5,10254.8,1025.8641260852
2021-06-04,10336,10345.1,9613.85,9911.7,2354.4597930277
2021-06-07,10047.2,10236.7,9974.93,10029.1,1189.5317082448
2021-06-08,9929.81,10435.3,9929.81,10345.1,1285.806756574
2021-06-09,10200.6,10426.3,10191.6,10290.9,1493.3329718613
2021-06-10,10209.6,10345.1,9947.82,9983.93,1547.8888325812
2021-06-11,9983.93,10038.2,9713.12,9884.69,2423.9917723766
2021-06-14,9884.69,10236.7,9884.69,10227.7,1360.6873497189
2021-06-15,10290.9,10354.1,9866.58,9893.69,1476.2174077139
2021-06-16,10029.1,10218.6,9938.81,10191.6,1844.2020368831
2021-06-17,10029.1,10254.8,10029.1,10182.5,1424.8707152717
2021-06-18,10038.2,10940.8,10038.2,10814.5,5986.1685605557
2021-06-21,10652,10652,10155.5,10354.1,768.06094111491
2021-06-22,10417.2,10462.4,10029.1,10390.2,2871.1358857276
2021-06-23,10507.6,10507.6,10218.6,10426.3,1388.5001414584
2021-06-24,10561.7,11329,10390.2,11139.4,3522.5970460883
2021-06-25,11058.2,11780.3,11013.1,11672.1,3894.8605662944
2021-06-28,11464.4,12177.6,11401.2,11861.6,2199.3499929419
2021-06-29,12060.2,12087.2,11482.5,11518.6,3951.5558725327
2021-06-30,11419.3,11798.4,11419.3,11617.8,3400.648651538
2021-07-01,11735.2,11744.3,11500.5,11735.2,4281.0304823703
2021-07-02,11852.5,11870.6,11608.8,11825.5,1492.2632491021
2021-07-05,12124.6,12218.2,11825.5,12087.2,1413.1037649203
2021-07-06,11881.6,12124.6,11881.6,11965.7,1156.3703027092
2021-07-07,11965.7,13040.8,11937.7,12807,2058.1465887257
2021-07-08,12863.1,12891.2,12077.9,12302.3,1460.1715663257
2021-07-09,12479.9,12835.1,12358.4,12741.6,778.75816870704
2021-07-12,12853.8,12853.8,12545.3,12620.1,1210.9261634291
2021-07-13,12620.1,12984.7,12535.9,12928.6,1277.2489745003
2021-07-14,12853.8,12966,12676.2,12807,3003.78150787
2021-07-15,12797.7,12891.2,12694.9,12713.6,2359.8084068238
2021-07-16,12779.1,12881.9,12676.2,12741.6,2525.6154345018
2021-07-19,12779.1,12779.1,12162,12367.6,1681.6041774828
2021-07-20,12694.9,12760.3,12395.7,12760.3,1519.0063180824
2021-07-21,12648.1,12779.1,12629.5,12629.5,1265.4820241489
2021-07-22,12741.6,12741.6,12545.3,12620.1,1226.9720048173
2021-07-23,12573.3,12713.6,12489.3,12666.8,378.68185676139
2021-07-26,12779.1,12788.3,12395.7,12592.1,1500.8210311758
2021-07-27,12666.8,12666.8,12208.8,12479.9,1078.2805412867
2021-07-28,12339.7,12797.7,12152.7,12704.2,1688.0225140381
2021-07-29,12620.1,13031.4,12620.1,12994,2978.1081616489
2021-07-30,12760.3,13237,12760.3,12937.9,1542.5402187851
2021-08-02,12984.7,13424,12881.9,13377.3,685.69228865551
2021-08-03,13461.5,13732.5,13293.2,13629.7,2338.4139516395
2021-08-04,13564.3,13863.4,13143.6,13152.9,1546.8191098219
2021-08-05,13134.2,13396,13040.8,13321.2,1706.2078009447
2021-08-06,13330.6,13470.8,13031.4,13442.7,2093.4474397798
2021-08-09,13274.5,13452.1,13209.1,13218.3,1997.1723914506
2021-08-10,13124.9,13293.2,13124.9,13283.8,593.69613136319
2021-08-11,13152.9,13237,12900.6,12919.3,943.49547362583
2021-08-12,12816.4,13087.5,12807,13087.5,488.86330096032
2021-08-13,12975.3,13134.2,12891.2,13096.8,1868.805660345
2021-08-16,12900.6,13050.1,12760.3,12760.3,1491.1935263429
2021-08-17,12909.9,13162.3,12722.9,12919.3,2396.178980637
2021-08-18,12751,13022.1,12405.1,12582.7,1542.5402187851
2021-08-19,12292.9,12666.8,12246.1,12507.9,1393.8487552545
2021-08-20,12601.4,12648.1,12442.5,12545.3,611.88141826981
2021-08-23,12526.6,12835.1,12526.6,12666.8,1361.7570724781
2021-08-24,12592.1,12966,12592.1,12741.6,2543.8007214084
2021-08-25,12853.8,13181,12648.1,13068.8,2513.8484841505
2021-08-26,13022.1,13059.5,12386.4,12657.4,2431.4798316911
2021-08-27,12797.7,12816.4,12620.1,12769.7,1827.0864727357
2021-08-30,12722.9,13498.8,12722.9,13274.5,8971.7647815191
2021-08-31,13274.5,13573.6,12994,13050.1,5850.3137701357
2021-09-01,12956.6,13237,12825.7,12853.8,3085.0804375702
2021-09-02,12844.4,13461.5,12844.4,13452.1,2572.6832359072
2021-09-03,13480.2,13480.2,13283.8,13424,1316.8287165912
2021-09-06,13386.6,13414.7,13162.3,13358.6,1046.1888585103
2021-09-07,13218.3,13367.9,12919.3,13255.8,2514.9182069097
2021-09-08,13143.6,13190.4,12685.5,12994,2646.4941062929
2021-09-09,12984.7,13302.5,12928.6,13134.2,2760.9544415287
2021-09-10,13181,13695.1,13124.9,13611,1813.180076866
2021-09-13,13667.1,13826,13237,13508.1,2273.1608633275
2021-09-14,13592.3,13629.7,13311.9,13452.1,1127.4877882105
2021-09-15,13311.9,13470.8,12966,13115.5,3200.6104955652
2021-09-16,13031.4,13657.7,13031.4,13657.7,1903.0367886399
2021-09-17,13648.4,13648.4,13311.9,13498.8,7506.2446013974
2021-09-20,13489.5,13648.4,13283.8,13601.7,4106.6656726186
2021-09-21,13639,13713.8,13508.1,13629.7,1900.8973431214
2021-09-22,13900.8,14237.3,13695.1,14209.2,2382.2725847673
2021-09-23,14433.7,14658,14115.8,14143.9,2050.6585294112
2021-09-24,14246.7,14358.8,13872.8,13891.5,2167.2583101655
2021-09-27,14069,14143.9,13508.1,13517.5,1934.058748657
2021-09-28,13583,13779.2,13367.9,13367.9,1191.6711537632
2021-09-29,13573.6,14050.4,13461.5,13517.5,961.68076053245
2021-09-30,13526.8,14218.6,13526.8,13835.4,2648.6335518113
2021-10-01,13667.1,13891.5,13367.9,13367.9,5890.9632349858
2021-10-04,13620.4,13620.4,12835.1,13134.2,4331.3074520533
2021-10-05,13255.8,13554.9,13078.1,13489.5,1664.4886133354
2021-10-06,13639,13657.7,11526.3,11610.5,6600.189424344
2021-10-07,11601.1,11956.3,11068.3,11311.3,8907.5814159663
2021-10-08,11358.1,12283.5,11358.1,11956.3,5827.8495921922
2021-10-11,11975,12199.5,11619.9,12068.6,4670.4095667238
2021-10-12,12059.2,12863.1,11881.6,12666.8,2777.0002829169
2021-10-13,12769.7,13134.2,12461.2,13040.8,3336.4652859852
2021-10-14,13078.1,13321.2,12937.9,13096.8,1575.7016243207
2021-10-15,13190.4,13489.5,13106.2,13461.5,2088.0988259837
2021-10-18,13480.2,13489.5,13134.2,13311.9,2142.6546867036
2021-10-19,13311.9,13433.4,13171.7,13293.2,1676.2555636867
2021-10-20,13367.9,13367.9,12872.5,13115.5,1664.4886133354
2021-10-21,12994,13349.3,12807,13349.3,1800.3434037554
2021-10-22,13349.3,13396,13190.4,13302.5,1572.4924560431
2021-10-25,13115.5,13386.6,13115.5,13274.5,1362.8267952373
2021-10-26,13339.9,13386.6,13152.9,13227.7,1704.0683554262
